Compra_Fecha,Compra_Monto,Venta_Fecha,Venta_Monto,Ganancia
2023-02-02,130.6251983642578,2023-02-07,135.05331420898438,338.9939996399807
2023-02-09,132.0166473388672,2023-02-17,133.72769165039062,134.00186435995536
2023-02-21,131.27391052246094,2023-04-18,133.9812774658203,215.9929774871868
2023-04-20,133.42222595214844,2023-05-08,129.8784942626953,-283.90253734317054
2023-05-09,129.2530975341797,2023-06-16,135.74368286132812,522.5027622686637
2023-06-22,132.2567901611328,2023-07-24,150.73849487304688,1527.0329341315746
2023-07-25,149.6127471923828,2023-08-07,149.55548095703125,-4.767169429626143
2023-08-10,146.5025634765625,2023-09-14,142.390625,-349.43441188226967
2023-09-15,141.97085571289062,2023-09-20,141.48431396484375,-41.468790712802765
2023-09-21,140.37762451171875,2023-10-17,141.7882537841797,121.17821641126311
2023-10-19,139.63543701171875,2023-10-24,135.67576599121094,-345.3944657970099
2023-10-25,134.9357452392578,2024-04-26,188.19764709472656,4671.4124054467065
2024-04-29,187.99339294433594,2024-07-17,212.10696411132812,2117.213605555935
2024-07-18,205.3682861328125,2024-07-31,208.12635803222656,250.10955045683298
2024-08-02,194.76637268066406,2024-09-03,215.46163940429688,2005.4361014194042
2024-09-06,207.79383850097656,2024-09-24,206.9429168701172,-85.49971336453837
2024-09-25,205.5736846923828,2024-11-27,245.80105590820312,4068.926023790237
2024-12-02,242.31759643554688,2024-12-13,236.10836791992188,-637.0808867691802
2024-12-18,226.69117736816406,2025-03-03,257.7826232910156,3322.5736252652064
2025-03-04,247.52552795410156,2025-03-07,239.6422882080078,-877.3483662614427
2025-03-10,229.69183349609375,2025-03-26,248.2970428466797,2160.3285323425184
2025-03-28,240.2061004638672,2025-04-02,243.14376831054688,352.59442774987303
2025-04-03,226.20025634765625,2025-04-11,235.06752014160156,1144.016883334091
2025-04-14,233.59461975097656,2025-08-14,294.1600036621094,7863.159220033768
2025-08-15,290.489990234375,2025-09-19,314.7799987792969,3193.3955306714606
