Compra_Fecha,Compra_Monto,Venta_Fecha,Venta_Monto,Ganancia
2023-02-02,40.310829162597656,2023-02-24,39.541107177734375,-190.94670113545237
2023-03-09,35.9205436706543,2023-04-18,43.237693786621094,1998.141123402541
2023-04-19,41.65072250366211,2023-09-11,69.64688873291016,7936.385202388165
2023-09-12,68.26669311523438,2023-10-11,67.89027404785156,-108.8650920378702
2023-10-12,66.64520263671875,2023-10-17,65.53524780273438,-327.00997892044103
2023-10-18,64.5604248046875,2023-12-27,74.99024963378906,3119.1860486717933
2023-12-29,74.25257873535156,2024-03-01,121.47003173828125,14261.331674330535
2024-03-05,114.80131530761719,2024-03-08,113.33888244628906,-467.3645222390198
2024-03-13,107.24539947509766,2024-05-30,166.3091583251953,19948.08185921191
2024-05-31,136.59432983398438,2024-06-18,145.98052978515625,3859.69826785633
2024-06-21,141.9774169921875,2024-07-10,142.67234802246094,293.81970775829205
2024-07-17,122.5101089477539,2024-08-02,100.46357727050781,-10855.438653300842
2024-08-06,92.9796371459961,2024-09-26,124.23147583007812,16626.600656038754
2024-09-27,118.07343292236328,2024-10-18,124.20201110839844,3430.576254474849
2024-10-22,118.67046356201172,2024-11-12,134.50962829589844,9279.522114854384
2024-11-13,132.5974884033203,2024-11-26,139.7039337158203,4223.4156834905225
2024-11-27,122.59329223632812,2024-12-16,117.55669403076172,-3411.070089567495
2024-12-17,116.5809097290039,2025-01-06,122.86927032470703,4294.481129112708
2025-01-08,117.59612274169922,2025-01-23,113.03013610839844,-3258.053212038877
2025-01-24,112.54524230957031,2025-02-20,118.64107513427734,4368.413047254623
2025-02-24,112.95097351074219,2025-02-27,106.70670318603516,-4700.211911153041
2025-03-03,94.56452178955078,2025-03-24,98.77025604248047,3572.243392444583
2025-03-28,91.3285903930664,2025-04-02,94.33692169189453,2763.403486639639
2025-04-03,76.42548370361328,2025-04-25,94.50370025634766,20498.29448248409
2025-04-28,94.08541107177734,2025-05-19,113.81475830078125,22469.912781467523
2025-05-21,111.47432708740234,2025-05-27,113.52593994140625,2385.6559017510067
2025-05-30,110.81700897216797,2025-06-09,113.7550048828125,3499.872800717634
2025-06-10,112.78895568847656,2025-08-14,138.86000061035156,31323.007141626804
2025-08-20,128.47999572753906,2025-09-19,131.94000244140625,4492.867411826581
