Compra_Fecha,Compra_Monto,Venta_Fecha,Venta_Monto,Ganancia
2023-02-06,102.19514465332031,2023-02-17,93.70370483398438,-830.9044278122709
2023-02-23,90.26741790771484,2023-03-24,104.71775817871094,1467.822544019754
2023-03-27,101.75816345214844,2023-06-16,122.683837890625,2187.388981653164
2023-06-20,122.25678253173828,2023-06-23,121.50199127197266,-79.17495217496509
2023-06-26,117.52938079833984,2023-07-05,120.91602325439453,367.2545991428912
2023-07-06,119.28726196289062,2023-07-14,124.5608901977539,579.6918449304923
2023-07-19,121.19410705566406,2023-08-01,130.64891052246094,1068.1700229752146
2023-08-02,127.50061798095703,2023-08-07,130.6290283203125,362.1638475386199
2023-08-11,128.6725311279297,2023-09-20,132.82391357421875,487.89681125261643
2023-09-21,129.54649353027344,2023-10-17,138.762939453125,1110.5786603663053
2023-10-18,137.01498413085938,2023-12-08,134.06533813476562,-359.96573989551484
2023-12-11,132.37696838378906,2023-12-28,139.2694549560547,851.8659846573942
2024-01-02,137.2235565185547,2024-02-09,147.97938537597656,1349.1692569716229
2024-02-12,146.51942443847656,2024-04-12,156.64956665039062,1283.3470323457066
2024-04-15,153.7992401123047,2024-04-26,170.77215576171875,2190.0802532698485
2024-04-29,165.01187133789062,2024-08-02,165.7083740234375,93.00969990566762
2024-08-05,158.34068298339844,2024-08-26,165.21121215820312,960.1687739610916
2024-08-27,163.7396697998047,2024-09-05,156.3421630859375,-1043.1058120697655
2024-09-06,150.05824279785156,2024-10-15,164.7335205078125,2155.984258363386
2024-10-17,162.21461486816406,2024-11-12,180.82257080078125,2776.1947337346114
2024-11-13,178.09458923339844,2025-02-04,205.7093505859375,4183.063581585872
2025-02-05,190.70826721191406,2025-02-10,185.86404418945312,-791.5198555546957
2025-02-11,184.71780395507812,2025-02-20,183.9602508544922,-124.54818135436298
2025-02-26,172.16868591308594,2025-03-14,165.14219665527344,-1234.3335267383336
2025-03-17,163.94471740722656,2025-03-25,170.20155334472656,1107.1578297945903
2025-03-28,154.00564575195312,2025-05-29,171.49880981445312,3420.9759015288555
2025-05-30,171.37905883789062,2025-09-17,249.52999877929688,15293.933881418554
