Compra_Fecha,Compra_Monto,Venta_Fecha,Venta_Monto,Ganancia
2023-02-08,100.05000305175781,2023-02-16,98.1500015258789,-189.90519419534635
2023-02-21,94.58000183105469,2023-06-22,130.14999389648438,3689.4162364988542
2023-06-23,129.3300018310547,2023-08-07,142.22000122070312,1345.4626662972926
2023-08-08,139.94000244140625,2023-08-11,138.41000366210938,-162.30378202518193
2023-08-16,135.07000732421875,2023-09-15,140.38999938964844,578.3051993268053
2023-09-21,129.3300018310547,2023-10-17,131.47000122070312,252.52050562508555
2023-10-18,128.1300048828125,2023-11-27,147.72999572753906,2373.092646220855
2023-11-28,147.02999877929688,2023-12-22,153.4199981689453,777.3603286855139
2023-12-27,153.33999633789062,2024-02-09,174.4499969482422,2569.4272589207835
2024-02-12,172.33999633789062,2024-04-12,186.1300048828125,1699.016135794137
2024-04-15,183.6199951171875,2024-05-14,187.07000732421875,430.87373077151057
2024-05-16,183.6300048828125,2024-06-12,186.88999938964844,414.76945990615366
2024-06-13,183.8300018310547,2024-07-16,193.02000427246094,1188.7080416044141
2024-07-18,183.75,2024-07-23,186.41000366210938,361.4238282006562
2024-07-24,180.8300018310547,2024-08-01,184.07000732421875,453.81518321353093
2024-08-05,161.02000427246094,2024-08-21,180.11000061035156,3056.6260935184305
2024-08-22,176.1300048828125,2024-09-26,191.16000366210938,2460.933606460833
2024-09-27,187.97000122070312,2024-11-13,214.10000610351562,4350.998449416272
2024-11-15,202.61000061035156,2024-12-26,227.0500030517578,4300.376544336166
2024-12-27,223.75,2025-02-04,242.05999755859375,3269.279068643227
2025-02-05,236.1699981689453,2025-02-10,233.13999938964844,-554.5037140965187
2025-02-12,228.92999267578125,2025-02-18,226.64999389648438,-424.9234676906041
2025-02-24,212.7100067138672,2025-03-07,199.25,-2672.9397491583636
2025-03-10,194.5399932861328,2025-03-13,193.88999938964844,-132.20339407993947
2025-03-17,195.74000549316406,2025-03-25,205.7100067138672,2008.650378853709
2025-03-28,192.72000122070312,2025-04-02,196.00999450683594,707.5103213253607
2025-04-03,178.41000366210938,2025-04-11,184.8699951171875,1526.2607155264743
2025-04-15,179.58999633789062,2025-05-12,208.63999938964844,7065.245433278692
2025-05-15,205.1699981689453,2025-06-16,216.10000610351562,2703.2441143529472
2025-06-17,214.82000732421875,2025-08-18,231.49000549316406,4147.442685228119
2025-08-19,228.00999450683594,2025-09-18,231.22999572753906,813.3533100218427
