Compra_Fecha,Compra_Monto,Venta_Fecha,Venta_Monto,Ganancia
2023-02-06,251.2435760498047,2023-02-17,253.13824462890625,75.41162281203869
2023-02-21,247.85107421875,2023-04-13,284.3121337890625,1482.1811224047456
2023-04-14,280.68280029296875,2023-07-28,332.6422424316406,2139.5185985055487
2023-07-31,330.23370361328125,2023-08-08,320.53076171875,-402.4491565727564
2023-08-09,316.7754211425781,2023-08-14,318.5548095703125,74.67867286270354
2023-08-15,316.41168212890625,2023-09-14,333.6716003417969,729.2832181526711
2023-09-18,324.1747131347656,2023-09-21,314.78619384765625,-408.3144018223578
2023-09-22,312.3036193847656,2023-12-13,369.560546875,2509.9455139245797
2023-12-14,361.22900390625,2024-04-12,417.2501525878906,2512.4142715018984
2024-04-17,407.301025390625,2024-07-05,463.240966796875,2570.05400917407
2024-07-08,461.93316650390625,2024-07-16,445.3676452636719,-763.2260103258075
2024-07-17,439.4230651855469,2024-07-22,438.8484191894531,-26.833928375199584
2024-07-25,414.53509521484375,2024-07-30,419.0133361816406,221.3831504454606
2024-08-05,391.4998474121094,2024-08-21,420.9794921875,1559.7521738589603
2024-08-22,412.4534606933594,2024-09-23,430.2796936035156,962.673280867355
2024-09-24,425.9720153808594,2024-09-27,424.8305358886719,-62.26689889928401
2024-10-02,414.0217590332031,2024-12-27,428.1772155761719,792.3290213964932
2024-12-30,422.50836181640625,2025-01-28,444.7561340332031,1261.9915798784946
2025-01-30,412.7221374511719,2025-02-21,406.793212890625,-362.41822985716715
2025-02-25,396.5190124511719,2025-03-05,399.628173828125,194.97864906410408
2025-03-10,378.840576171875,2025-03-26,388.6165466308594,646.7006290974964
2025-03-28,377.48529052734375,2025-04-10,380.0264587402344,173.06054700178808
2025-04-15,384.3912658691406,2025-08-04,534.7609252929688,10124.30447818832
2025-08-05,526.8838500976562,2025-08-18,516.2512817382812,-726.5875371521059
2025-08-20,504.8900146484375,2025-09-19,517.9299926757812,911.1523122938387
